couple,localisation,theme
Ambroise (0340?-0397 ; saint) - Isidore de Séville (0560?-0636 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Homère (08..?-08..? av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Aristote (0384-0322 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Plaute (0254-0184 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Cicéron (0106-0043 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Martial (0040?-0104?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Hippocrate (0460-0377 av. J.-C. ; médecin),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Plutarque (0046?-0120?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Suétone (0069?-0126?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Aulu-Gelle (0123?-0180?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - papinien,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Clément d'Alexandrie (0150?-021.?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Ulpien (0160-0228),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Hermogenianus (02..-03..),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Augustin (0354-0430 ; saint) - Modestinus, Herennius",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Dioclétien (0245-0313 ; empereur romain),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - maximien,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Augustin (0354-0430 ; saint) - Firmicus Maternus, Julius",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Basile de Césarée (0329?-0379 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Augustin (0354-0430 ; saint) - Vossius, Gerardus Joannes (1577-1649)",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Ambroise (0340?-0397 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Arcadius (0377?-0408 ; empereur d'Orient),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Honorius (0384-0423 ; empereur romain),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Léon I (039.?-0461 ; pape),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Anastase I (0431?-0518 ; empereur d'Orient),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Cassiodore (0490?-0580?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Théophile Antecessor (05..-05..),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - greg-3,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Grégoire I (0540?-0604 ; pape),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Augustin (0354-0430 ; saint) - Isidore de Séville (0560?-0636 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Homère (08..?-08..? av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Aristote (0384-0322 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Plaute (0254-0184 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Cicéron (0106-0043 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Martial (0040?-0104?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Hippocrate (0460-0377 av. J.-C. ; médecin),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Plutarque (0046?-0120?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Suétone (0069?-0126?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Aulu-Gelle (0123?-0180?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - papinien,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Clément d'Alexandrie (0150?-021.?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Ulpien (0160-0228),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Hermogenianus (02..-03..),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Arcadius (0377?-0408 ; empereur d'Orient) - Modestinus, Herennius",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Dioclétien (0245-0313 ; empereur romain),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - maximien,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Arcadius (0377?-0408 ; empereur d'Orient) - Firmicus Maternus, Julius",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Basile de Césarée (0329?-0379 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Arcadius (0377?-0408 ; empereur d'Orient) - Vossius, Gerardus Joannes (1577-1649)",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Ambroise (0340?-0397 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Augustin (0354-0430 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Honorius (0384-0423 ; empereur romain),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Léon I (039.?-0461 ; pape),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Anastase I (0431?-0518 ; empereur d'Orient),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Cassiodore (0490?-0580?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Théophile Antecessor (05..-05..),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - greg-3,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Grégoire I (0540?-0604 ; pape),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Arcadius (0377?-0408 ; empereur d'Orient) - Isidore de Séville (0560?-0636 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Homère (08..?-08..? av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Aristote (0384-0322 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Plaute (0254-0184 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Cicéron (0106-0043 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Martial (0040?-0104?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Hippocrate (0460-0377 av. J.-C. ; médecin),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Plutarque (0046?-0120?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Suétone (0069?-0126?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Aulu-Gelle (0123?-0180?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - papinien,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Clément d'Alexandrie (0150?-021.?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Ulpien (0160-0228),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Hermogenianus (02..-03..),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Honorius (0384-0423 ; empereur romain) - Modestinus, Herennius",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Dioclétien (0245-0313 ; empereur romain),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - maximien,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Honorius (0384-0423 ; empereur romain) - Firmicus Maternus, Julius",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Basile de Césarée (0329?-0379 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Honorius (0384-0423 ; empereur romain) - Vossius, Gerardus Joannes (1577-1649)",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Ambroise (0340?-0397 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Augustin (0354-0430 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Arcadius (0377?-0408 ; empereur d'Orient),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Léon I (039.?-0461 ; pape),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Anastase I (0431?-0518 ; empereur d'Orient),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Cassiodore (0490?-0580?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Théophile Antecessor (05..-05..),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - greg-3,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Grégoire I (0540?-0604 ; pape),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Honorius (0384-0423 ; empereur romain) - Isidore de Séville (0560?-0636 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Homère (08..?-08..? av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Aristote (0384-0322 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Plaute (0254-0184 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Cicéron (0106-0043 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Martial (0040?-0104?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Hippocrate (0460-0377 av. J.-C. ; médecin),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Plutarque (0046?-0120?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Suétone (0069?-0126?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Aulu-Gelle (0123?-0180?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - papinien,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Clément d'Alexandrie (0150?-021.?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Ulpien (0160-0228),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Hermogenianus (02..-03..),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Léon I (039.?-0461 ; pape) - Modestinus, Herennius",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Dioclétien (0245-0313 ; empereur romain),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - maximien,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Léon I (039.?-0461 ; pape) - Firmicus Maternus, Julius",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Basile de Césarée (0329?-0379 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Léon I (039.?-0461 ; pape) - Vossius, Gerardus Joannes (1577-1649)",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Ambroise (0340?-0397 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Augustin (0354-0430 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Arcadius (0377?-0408 ; empereur d'Orient),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Honorius (0384-0423 ; empereur romain),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Anastase I (0431?-0518 ; empereur d'Orient),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Cassiodore (0490?-0580?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Théophile Antecessor (05..-05..),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - greg-3,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Grégoire I (0540?-0604 ; pape),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Léon I (039.?-0461 ; pape) - Isidore de Séville (0560?-0636 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Homère (08..?-08..? av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Aristote (0384-0322 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Plaute (0254-0184 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Cicéron (0106-0043 av. J.-C.),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Martial (0040?-0104?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Hippocrate (0460-0377 av. J.-C. ; médecin),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Plutarque (0046?-0120?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Suétone (0069?-0126?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Aulu-Gelle (0123?-0180?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - papinien,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Clément d'Alexandrie (0150?-021.?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Ulpien (0160-0228),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Hermogenianus (02..-03..),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Anastase I (0431?-0518 ; empereur d'Orient) - Modestinus, Herennius",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Dioclétien (0245-0313 ; empereur romain),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - maximien,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Anastase I (0431?-0518 ; empereur d'Orient) - Firmicus Maternus, Julius",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Basile de Césarée (0329?-0379 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
"Anastase I (0431?-0518 ; empereur d'Orient) - Vossius, Gerardus Joannes (1577-1649)",coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Ambroise (0340?-0397 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Augustin (0354-0430 ; saint),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Arcadius (0377?-0408 ; empereur d'Orient),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Honorius (0384-0423 ; empereur romain),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Léon I (039.?-0461 ; pape),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Cassiodore (0490?-0580?),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Théophile Antecessor (05..-05..),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - greg-3,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
Anastase I (0431?-0518 ; empereur d'Orient) - Grégoire I (0540?-0604 ; pape),coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
